title,overview,homepage
Our Day Will Come,"Redheaded teen Remy is bullied by his soccer teammates and drawn into fights with his younger sister and mother in their cramped apartment. After a flare-up of domestic violence, he flees home and is tracked down by a bitter guidance counselor, Patrick, also a redhead. Patrick looks upon Remy’s sullen insolence with both sympathy and disdain and decides to toughen him up...",http://www.notrejourviendra.com/
The Best Exotic Marigold Hotel,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",http://www.foxsearchlight.com/thebestexoticmarigoldhotel/
Position Among the Stars,"Through the eyes of grandmother Rumidjah, a poor old Christian woman living in the slums of Jakarta, we see the economical changing society of Indonesia and the influence of globalization reflected in the life of her juvenile granddaughter Tari and her sons Bakti and Dwi.",http://www.positionamongthestars.com/
Crime After Crime,"The story of the battle to free Debbie Peagler, an incarcerated survivor of brutal domestic violence. Over 26 years in prison cannot crush the spirit of this determined African-American woman, despite the injustices she has experienced, first at the hands of a duplicitous boyfriend who beat her and forced her into prostitution, and later by prosecutors who cornered her into a life behind bars for her connection to the murder of her abuser. Her story takes an unexpected turn two decades later when a pair of rookie land-use attorneys cut their teeth on her case -- and attract global attention to the troubled intersection of domestic violence and criminal justice.",http://crimeaftercrime.com/
King of Devil's Island,"Based on a true story: Norwegian winter, 1915. On the island Bastøy, outside Oslo, a group of young boys aged 11 to 18, are held in an institution for delinquent youth, notorious for its sadistic regime.  One day a new boy, Erling, arrives, determined to escape from the island. After a tragic incident, he ends up leading the boys in a violent uprising. When the boys manage to take over the island, 150 soldiers are sent in to restore order.",http://www.kongenavbastoy.no/
Sharpay's Fabulous Adventure,"After a talent scout spots her performing with her dog Boi at a charity gala, Sharpay Evans sets off for the bright lights of NYC, convinced instant fame and fortune are in the bag. But theatre's a dog-eat-dog world. Fortunately, Sharpay also meets Peyton, a handsome student filmmaker who finds Sharpay nearly as fascinating as she finds herself.",http://movies.disney.com/sharpays-fabulous-adventure
"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics","Jeff Smith, BONE and the Changing Face of Comics' tells the story of one of the most successful journeys in independent comics.",http://www.thecartoonistmovie.com
Comic-Con Episode IV: A Fan's Hope,"A behind-the-scenes look at San Diego Comic-Con, the world's largest comic book convention, and the fans who attend every year.",http://comicconmovie.com/
Bullhead,"Young Limburg cattle farmer, Jacky Vanmarsenille, is approached by an unscrupulous veterinarian to make a shady deal with a notorious West-Flemish beef trader. But the assassination of a federal policeman, and an unexpected confrontation with a mysterious secret from his past, set in motion a chain of events with far-reaching consequences.",http://rundskop.be/
Bully,"This year, over 5 million American kids will be bullied at school, online, on the bus, at home, through their cell phones and on the streets of their towns, making it the most common form of violence young people in this country experience. The Bully Project is the first feature documentary film to show how we've all been affected by bullying, whether we've been victims, perpetrators or stood silent witness. The world we inhabit as adults begins on the playground. The Bully Project opens on the first day of school. For the more than 5 million kids who'll be bullied this year in the United States, it's a day filled with more anxiety and foreboding than excitement. As the sun rises and school busses across the country overflow with backpacks, brass instruments and the rambunctious sounds of raging hormones, this is a ride into the unknown.",http://www.thebullyproject.com/
The Hammer,"A coming of age drama following the life of Matt Hamill, the first deaf wrestler to win a National Collegiate Wrestling Championship.",http://www.hamillthemovie.com/
Crazy Sexy Cancer,"Just weeks after being diagnosed with a rare and incurable form of cancer, 31-year-old actress Kris Carr turned the camera on herself as she embarked on the fight of her life. The result is this moving and funny inspirational documentary. In need of experimental treatment, Carr travels the country seeking experts on alternative medicine and, along the way, meets other cancer-stricken women driven to survive.",http://www.crazysexycancer.com/
Devil's Diary,"When two friends, Dominique and Ursula, uncover an ancient book in a graveyard one night, they discover that the book has the supernatural power to grant any evil desire written within it. In a series of escalating acts of vengeance, Ursula harms anyone who opposes her. Dominique realizes that the book fills all who possess it with the feeling of ultimate power. Seeking help from Father Mark Mulligan, a priest, and other people she knows, Dominique tries to destroy the book and save Ursula before it's too late. Unfortunately, cheerleaders Heather and Georgia find out about the book's powers as well, and plan to use it against Ursula and Dominique. The book keeps going to the person who wants it for wicked things. Eventually she manages to destroy it... or at least she thinks she does. In the last scene, someone else finds the book and the hellish cycle begins anew.",http://www.mylifetime.com/movies/devils-diary
The Five-Year Engagement,"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle.",http://www.thefiveyearengagementmovie.com/
